OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
12722,12610,463,6,819.73,4918.38
12723,5153,338,9,622.75,5604.75
12724,7149,87,6,1123.17,6739.02
12725,9718,59,8,1820.05,14560.4
12726,3885,327,4,688.12,2752.48
12727,8877,142,5,255.97,1279.85
12728,8913,462,5,1025.05,5125.25
12729,7366,53,6,1693.96,10163.76
12730,1804,438,9,318.14,2863.2599999999998
12731,4815,256,1,1705.23,1705.23
12732,10552,84,9,1439.91,12959.19
12733,12611,354,6,1140.03,6840.18
12734,7062,350,8,922.62,7380.96
12735,6054,300,3,867.95,2603.8500000000004
12736,5973,413,9,1465.34,13188.06
12737,9955,135,9,975.17,8776.529999999999
12738,11116,350,7,1325.4,9277.800000000001
12739,2091,235,2,122.15,244.3
12740,3675,350,7,1883.74,13186.18
12741,12678,46,5,930.66,4653.3
12742,5003,494,6,1832.23,10993.380000000001
12743,6673,90,9,1279.09,11511.81
12744,2276,197,3,1339.08,4017.24
12745,223,345,3,432.49,1297.47
12746,5739,119,3,188.42,565.26
12747,14840,94,9,473.5,4261.5
12748,10416,162,3,1093.36,3280.08
12749,3293,302,6,119.61,717.66
12750,12710,497,4,1762.11,7048.44
12751,1329,19,5,876.53,4382.65
12752,13411,491,4,995.0,3980.0
12753,8001,30,3,330.42,991.26
12754,11116,264,7,1724.8,12073.6
12755,10034,86,8,1336.42,10691.36
12756,525,478,1,222.96,222.96
12757,7003,274,5,411.48,2057.4
12758,6275,471,7,146.97,1028.79
12759,4308,316,2,1249.44,2498.88
12760,1862,88,6,291.52,1749.12
12761,14254,300,3,994.95,2984.8500000000004
12762,302,108,1,1429.89,1429.89
12763,2697,52,1,1077.14,1077.14
12764,6590,366,5,966.54,4832.7
12765,12077,464,9,239.94,2159.46
12766,9889,8,8,1055.58,8444.64
12767,6660,397,8,190.24,1521.92
12768,5517,426,4,77.07,308.28
12769,9894,334,4,1707.42,6829.68
12770,10049,276,5,1863.17,9315.85
12771,11566,224,3,54.38,163.14000000000001
12772,2521,163,4,1304.79,5219.16
12773,1921,328,5,501.99,2509.95
12774,12960,322,2,955.49,1910.98
12775,4458,484,5,1044.56,5222.799999999999
12776,11441,87,4,1032.06,4128.24
12777,531,305,4,1299.35,5197.4
12778,7761,194,9,447.03,4023.2699999999995
12779,510,348,1,1514.9,1514.9
12780,7591,197,4,482.25,1929.0
12781,11454,473,6,1794.69,10768.14
12782,12841,385,2,197.7,395.4
12783,13132,179,9,195.02,1755.18
12784,13846,342,4,221.6,886.4
12785,7917,199,3,1347.66,4042.9800000000005
12786,11935,54,9,254.4,2289.6
12787,8802,492,1,422.11,422.11
12788,2135,471,9,686.91,6182.19
12789,4716,216,3,1338.5,4015.5
12790,4092,26,2,1261.27,2522.54
12791,312,334,9,1764.19,15877.710000000001
12792,10515,351,8,326.45,2611.6
12793,11377,475,5,373.84,1869.1999999999998
12794,1858,278,1,509.24,509.24
12795,6466,177,1,642.48,642.48
12796,8486,109,6,1435.13,8610.78
12797,8743,430,1,1058.74,1058.74
12798,12236,484,3,1093.24,3279.7200000000003
12799,7708,145,8,613.06,4904.48
12800,2571,364,5,1495.78,7478.9
12801,7914,94,2,951.97,1903.94
12802,881,444,7,964.72,6753.04
12803,9309,469,9,517.8,4660.2
12804,14869,136,2,613.5,1227.0
12805,10909,189,2,1089.0,2178.0
12806,605,61,1,169.88,169.88
12807,3070,258,7,1883.0,13181.0
12808,3048,48,7,1110.71,7774.97
12809,12842,245,4,1291.24,5164.96
12810,6796,302,5,103.94,519.7
12811,10242,317,6,132.01,792.06
12812,12328,390,7,1926.27,13483.89
12813,7270,13,7,357.02,2499.14
12814,8511,413,3,364.73,1094.19
12815,12961,63,5,1772.27,8861.35
12816,2925,355,9,1603.26,14429.34
12817,8970,222,6,1326.88,7961.280000000001
12818,4585,46,1,1415.54,1415.54
12819,3088,418,8,92.93,743.44
12820,264,340,2,1382.41,2764.82
12821,11311,106,9,495.23,4457.07
12822,2933,399,4,491.96,1967.84
12823,8878,378,2,897.63,1795.26
12824,1284,330,8,872.46,6979.68
12825,10668,237,3,1083.48,3250.44
12826,8796,280,9,1470.55,13234.949999999999
12827,3601,338,5,1803.36,9016.8
12828,4434,387,4,930.82,3723.28
12829,10485,28,1,1210.58,1210.58
12830,6661,434,1,1014.0,1014.0
12831,12360,76,6,54.82,328.92
12832,8318,225,7,1661.28,11628.96
12833,3253,400,4,1484.81,5939.24
12834,2565,433,8,1921.14,15369.12
12835,3107,170,7,776.14,5432.98
12836,12311,259,2,1649.26,3298.52
12837,662,161,5,1468.94,7344.700000000001
12838,11632,216,8,277.67,2221.36
12839,8309,257,3,1941.9,5825.700000000001
12840,1979,307,8,348.8,2790.4
12841,11074,381,7,1669.42,11685.94
12842,8868,490,5,973.7,4868.5
12843,6723,462,1,1221.28,1221.28
12844,14364,137,5,1055.88,5279.400000000001
12845,14572,227,8,180.78,1446.24
12846,7127,16,6,1897.21,11383.26
12847,4553,201,7,1752.88,12270.16
12848,5075,204,2,1193.8,2387.6
12849,12695,415,5,1006.03,5030.15
12850,3725,305,5,698.74,3493.7
12851,9710,262,9,390.85,3517.65
12852,12489,359,3,1575.98,4727.9400000000005
12853,13893,116,5,1057.68,5288.400000000001
12854,4328,286,2,1373.03,2746.06
12855,4894,493,1,625.49,625.49
12856,1976,363,4,1788.16,7152.64
12857,5692,173,2,1957.36,3914.72
12858,11873,100,9,1338.94,12050.460000000001
12859,13205,345,4,1715.83,6863.32
12860,880,285,3,506.8,1520.4
12861,12109,180,1,1945.87,1945.87
12862,4138,285,6,493.12,2958.7200000000003
12863,13417,119,3,495.62,1486.8600000000001
12864,14128,470,3,1844.94,5534.82
12865,3945,68,2,606.18,1212.36
12866,9932,104,2,759.59,1519.18
12867,6294,201,4,1713.93,6855.72
12868,13823,85,6,1722.15,10332.900000000001
12869,8952,239,4,212.78,851.12
12870,12228,488,2,673.67,1347.34
12871,11593,267,9,520.32,4682.88
12872,9311,77,8,1801.47,14411.76
12873,6194,148,8,627.65,5021.2
12874,5808,74,1,513.23,513.23
12875,14146,185,3,623.49,1870.47
12876,7022,215,4,1757.85,7031.4
12877,1463,253,7,421.59,2951.1299999999997
12878,6692,96,6,409.84,2459.04
12879,3019,216,3,1683.78,5051.34
12880,2845,428,8,385.28,3082.24
12881,6754,139,1,1030.34,1030.34
12882,7343,497,3,992.66,2977.98
12883,6777,486,1,71.38,71.38
12884,6194,384,3,1236.26,3708.7799999999997
12885,9737,417,9,1359.97,12239.73
12886,7756,219,2,444.22,888.44
12887,7765,315,2,1176.11,2352.22
12888,2494,215,2,330.92,661.84
12889,13829,324,2,1494.53,2989.06
12890,13319,237,1,1094.61,1094.61
12891,7084,247,1,851.34,851.34
12892,11301,49,8,1924.96,15399.68
12893,1917,15,4,1908.67,7634.68
12894,3318,490,7,124.22,869.54
12895,3571,387,7,632.1,4424.7
12896,4611,451,9,518.41,4665.69
12897,5775,473,8,1908.66,15269.28
12898,595,342,7,408.75,2861.25
12899,12145,139,2,156.71,313.42
12900,771,75,4,443.77,1775.08
12901,8532,439,1,1517.0,1517.0
12902,13647,8,6,1052.35,6314.099999999999
12903,12902,37,6,1936.2,11617.2
12904,7371,156,7,1632.9,11430.300000000001
12905,12686,20,8,434.44,3475.52
12906,4,256,8,786.44,6291.52
12907,6563,115,8,1639.29,13114.32
12908,1928,22,3,1485.11,4455.33
12909,8867,58,1,694.22,694.22
12910,4420,430,4,1200.12,4800.48
12911,3620,112,1,1189.84,1189.84
12912,3150,203,4,1763.29,7053.16
12913,4780,23,3,91.04,273.12
12914,11971,98,8,554.9,4439.2
12915,5625,34,2,1436.82,2873.64
12916,13332,234,3,1312.69,3938.07
12917,3912,178,9,715.86,6442.74
12918,11518,47,9,1725.24,15527.16
12919,3257,472,6,1483.27,8899.619999999999
12920,12032,177,3,1218.06,3654.18
12921,6199,387,5,528.64,2643.2
12922,14323,414,6,630.82,3784.92
12923,13070,279,3,1309.92,3929.76
12924,7809,65,1,1931.7,1931.7
12925,6713,274,8,1714.17,13713.36
12926,340,229,7,457.55,3202.85
12927,6158,436,3,1508.31,4524.93
12928,1075,451,7,1876.71,13136.970000000001
12929,7516,472,4,241.86,967.44
12930,1895,25,7,1375.8,9630.6
12931,7149,258,9,215.34,1938.06
12932,4154,186,2,59.16,118.32
12933,9593,214,1,1952.05,1952.05
12934,11383,73,6,458.29,2749.7400000000002
12935,1915,375,4,1608.92,6435.68
12936,3849,54,1,1138.36,1138.36
12937,11095,144,3,1278.22,3834.66
12938,4560,191,3,345.43,1036.29
12939,10800,43,9,1526.18,13735.62
12940,14747,105,5,709.87,3549.35
12941,7784,172,3,1226.29,3678.87
12942,4808,16,4,827.57,3310.28
12943,13212,207,1,399.66,399.66
12944,5074,7,5,314.54,1572.7
12945,2722,155,1,816.06,816.06
12946,12802,274,9,64.43,579.8700000000001
12947,7159,135,8,1929.61,15436.88
12948,7192,342,6,608.92,3653.5199999999995
12949,4170,318,5,1367.27,6836.35
12950,9521,61,9,1165.87,10492.829999999998
12951,11048,190,3,1475.1,4425.299999999999
12952,251,318,5,1665.88,8329.400000000001
12953,11272,269,8,1758.89,14071.12
12954,7493,315,4,1357.41,5429.64
12955,2115,211,2,806.71,1613.42
12956,5345,410,9,1013.18,9118.619999999999
12957,12702,17,2,765.21,1530.42
12958,6708,401,3,1903.2,5709.6
12959,11047,255,4,674.77,2699.08
12960,5703,16,3,566.23,1698.69
12961,493,249,3,1119.82,3359.46
12962,1023,441,7,235.92,1651.4399999999998
12963,7253,269,1,1774.77,1774.77
12964,3302,197,8,1972.37,15778.96
12965,14937,226,4,729.38,2917.52
12966,11639,19,9,275.96,2483.64
12967,4738,477,6,591.07,3546.42
12968,9726,93,2,866.77,1733.54
12969,9154,475,7,1685.39,11797.730000000001
12970,9679,76,7,1937.02,13559.14
12971,6415,246,2,1453.42,2906.84
12972,11195,120,5,1868.32,9341.6
12973,7442,54,3,402.86,1208.58
12974,7237,453,5,1861.72,9308.6
12975,3418,445,2,1178.64,2357.28
12976,5918,478,1,925.52,925.52
12977,2126,433,6,935.0,5610.0
12978,8325,413,6,1908.24,11449.44
12979,5544,443,3,762.58,2287.7400000000002
12980,11669,23,3,353.13,1059.3899999999999
12981,12992,445,3,1204.2,3612.6000000000004
12982,9579,122,9,266.32,2396.88
12983,6920,245,1,1439.08,1439.08
12984,12038,240,5,51.49,257.45
12985,3674,385,9,846.47,7618.2300000000005
12986,12484,107,9,1609.58,14486.22
12987,3898,69,9,847.61,7628.49
12988,2740,304,2,1543.02,3086.04
12989,14238,238,3,1422.17,4266.51
12990,6883,260,9,1356.04,12204.36
12991,3001,267,2,857.19,1714.38
12992,1883,427,1,1840.91,1840.91
12993,3244,270,1,752.17,752.17
12994,2667,32,9,794.01,7146.09
12995,5701,368,5,1410.12,7050.599999999999
12996,1384,100,7,1505.46,10538.220000000001
12997,11915,184,5,663.56,3317.7999999999997
12998,6910,77,5,1602.63,8013.150000000001
12999,4139,224,5,1662.36,8311.8
13000,13300,178,2,138.58,277.16
13001,12926,190,6,965.75,5794.5
13002,7459,265,5,1336.22,6681.1
13003,11659,415,2,538.6,1077.2
13004,13286,435,2,1341.24,2682.48
13005,13542,374,1,395.15,395.15
13006,14646,178,2,70.18,140.36
13007,9718,105,3,1182.72,3548.16
13008,9405,465,2,180.17,360.34
13009,11653,255,9,931.07,8379.630000000001
13010,10981,205,5,896.48,4482.4
13011,11379,120,1,1906.59,1906.59
13012,12645,414,1,285.39,285.39
13013,4250,282,7,1026.06,7182.42
13014,353,110,7,1581.88,11073.16
13015,8865,139,9,256.14,2305.2599999999998
13016,5271,387,9,1300.58,11705.22
13017,11194,182,9,1920.36,17283.239999999998
13018,13511,493,2,79.01,158.02
13019,5088,467,4,962.29,3849.16
13020,9097,150,7,1717.12,12019.84
13021,9488,177,1,406.6,406.6
13022,7625,55,1,1248.13,1248.13
13023,1964,342,9,1152.37,10371.329999999998
13024,10987,319,5,1393.42,6967.1
13025,540,352,2,1471.05,2942.1
13026,6551,199,9,1215.04,10935.36
13027,1676,320,6,1550.94,9305.64
13028,2602,373,5,497.21,2486.0499999999997
13029,9225,344,3,1753.58,5260.74
13030,10298,73,3,1828.6,5485.799999999999
13031,1389,47,8,494.31,3954.48
13032,10572,89,6,1980.8,11884.8
13033,3731,86,7,1582.14,11074.980000000001
13034,9892,152,1,245.38,245.38
13035,7649,44,6,804.05,4824.299999999999
13036,7746,135,3,64.62,193.86
13037,7016,252,9,931.9,8387.1
13038,1593,254,5,1391.46,6957.3
13039,7993,181,5,757.89,3789.45
13040,4716,407,7,361.07,2527.49
13041,12569,193,8,1917.39,15339.12
13042,8333,37,3,347.81,1043.43
13043,5307,100,4,1946.78,7787.12
13044,9997,69,1,1355.78,1355.78
13045,1505,279,1,317.93,317.93
13046,12955,298,8,1690.5,13524.0
13047,13224,213,5,1761.57,8807.85
13048,12005,271,7,341.07,2387.49
13049,13395,194,6,1185.35,7112.099999999999
13050,5462,469,7,1774.95,12424.65
13051,8372,114,7,1556.52,10895.64
13052,3729,18,8,452.83,3622.64
13053,8371,168,7,238.9,1672.3
13054,10754,18,9,1184.28,10658.52
13055,14476,146,8,989.38,7915.04
13056,10977,207,1,1939.46,1939.46
13057,3034,315,2,890.35,1780.7
13058,9113,331,7,330.5,2313.5
13059,1244,254,9,789.89,7109.01
13060,2271,111,3,144.3,432.90000000000003
13061,1004,460,3,970.42,2911.2599999999998
13062,5279,193,2,1978.76,3957.52
13063,9115,483,1,1409.0,1409.0
13064,1523,490,5,796.32,3981.6000000000004
13065,13676,379,1,1815.83,1815.83
13066,14779,32,6,631.23,3787.38
13067,12033,63,1,1042.43,1042.43
13068,6179,394,6,1651.49,9908.94
13069,4449,140,4,1409.53,5638.12
13070,5121,215,6,149.3,895.8000000000001
13071,12297,91,2,1786.33,3572.66
13072,14241,257,6,1272.53,7635.18
13073,12844,97,5,1975.92,9879.6
13074,2789,103,6,1818.02,10908.119999999999
13075,3247,19,8,955.12,7640.96
13076,3023,374,9,1542.83,13885.47
13077,8911,407,2,1519.31,3038.62
13078,7901,11,7,124.04,868.2800000000001
13079,14825,305,1,1074.94,1074.94
13080,12885,324,9,896.58,8069.22
13081,13358,381,3,527.91,1583.73
13082,8978,323,9,155.02,1395.18
13083,10491,203,4,1254.9,5019.6
13084,6032,432,1,875.07,875.07
13085,4087,393,8,93.32,746.56
13086,14301,280,1,1966.18,1966.18
13087,1001,295,8,1990.92,15927.36
13088,10939,265,3,1838.77,5516.3099999999995
13089,5756,271,9,652.81,5875.289999999999
13090,14671,105,4,1387.05,5548.2
13091,5940,1,9,1612.71,14514.39
13092,9653,203,8,355.99,2847.92
13093,6588,111,1,994.34,994.34
13094,6255,250,7,1488.53,10419.71
13095,2825,359,6,631.44,3788.6400000000003
13096,6940,23,6,240.89,1445.34
13097,4674,9,5,1123.04,5615.2
13098,11989,134,6,851.15,5106.9
13099,7499,268,3,930.4,2791.2
13100,7008,364,1,1663.99,1663.99
13101,4374,54,9,841.52,7573.68
13102,2595,494,3,1188.17,3564.51
13103,7274,399,3,1763.35,5290.049999999999
13104,425,387,3,1307.4,3922.2000000000003
13105,671,257,6,1477.36,8864.16
13106,3775,141,7,1305.14,9135.980000000001
13107,5435,246,5,799.08,3995.4
13108,2698,225,9,266.64,2399.7599999999998
13109,1896,75,9,801.29,7211.61
13110,5156,318,1,1232.86,1232.86
13111,11477,208,1,106.07,106.07
13112,6191,245,1,1624.88,1624.88
13113,14314,131,3,1781.73,5345.1900000000005
13114,9146,16,2,111.23,222.46
13115,11823,160,9,1134.1,10206.9
13116,5729,474,9,1889.52,17005.68
13117,5352,412,2,968.95,1937.9
13118,5654,382,5,1755.14,8775.7
13119,3486,347,5,431.83,2159.15
13120,407,361,6,214.91,1289.46
13121,3956,209,2,1706.21,3412.42
13122,11727,176,7,971.74,6802.18
13123,14127,432,1,705.87,705.87
13124,124,283,4,1122.55,4490.2
13125,9963,268,8,1477.6,11820.8
13126,7862,419,4,995.6,3982.4
13127,4826,147,1,729.29,729.29
13128,12688,481,3,1806.19,5418.57
13129,9994,145,8,1263.21,10105.68
13130,1188,255,7,1252.97,8770.79
13131,11548,393,6,1208.45,7250.700000000001
13132,170,495,7,738.64,5170.48
13133,7130,174,9,1911.82,17206.38
13134,14431,396,3,1901.62,5704.86
13135,14290,33,8,1430.62,11444.96
13136,10897,207,1,823.9,823.9
13137,1328,157,4,603.18,2412.72
13138,14132,397,8,1933.64,15469.12
13139,5216,195,5,793.08,3965.4
13140,4796,227,8,712.44,5699.52
13141,6567,186,7,1894.01,13258.07
13142,5112,341,4,576.4,2305.6
13143,3379,244,8,611.07,4888.56
13144,12421,103,3,835.75,2507.25
13145,10602,355,1,1895.84,1895.84
13146,7674,227,5,365.43,1827.15
13147,10871,100,6,1252.31,7513.86
13148,14301,95,7,1279.82,8958.74
13149,8256,333,1,1472.32,1472.32
13150,9636,224,4,583.9,2335.6
13151,9127,63,6,633.86,3803.16
13152,370,210,7,527.47,3692.29
13153,11531,236,7,998.55,6989.849999999999
13154,13537,274,2,905.01,1810.02
13155,14902,394,3,1282.45,3847.3500000000004
13156,6660,384,5,1439.25,7196.25
13157,14391,366,3,1632.0,4896.0
13158,7201,336,6,930.7,5584.200000000001
13159,14465,87,4,1261.56,5046.24
13160,2773,415,9,483.13,4348.17
13161,7633,243,6,1403.74,8422.44
13162,4514,437,4,1969.82,7879.28
13163,4637,226,7,1672.67,11708.69
13164,9923,44,3,776.53,2329.59
13165,13681,413,4,996.96,3987.84
13166,10210,49,5,294.37,1471.85
13167,11842,80,9,1008.18,9073.619999999999
13168,4703,57,2,985.36,1970.72
13169,1512,478,8,894.22,7153.76
13170,6727,116,4,846.05,3384.2
13171,12019,89,8,72.6,580.8
13172,861,229,5,255.4,1277.0
13173,1597,421,9,478.18,4303.62
13174,12277,176,6,806.54,4839.24
13175,7411,339,2,1302.02,2604.04
13176,9419,245,2,257.0,514.0
13177,9643,122,8,1583.29,12666.32
13178,11125,127,4,936.7,3746.8
13179,2137,374,8,264.34,2114.72
13180,9427,96,9,1470.82,13237.38
13181,13131,251,4,52.93,211.72
13182,6701,114,5,1701.39,8506.95
13183,5923,101,1,1781.11,1781.11
13184,14625,187,8,1319.37,10554.96
13185,9797,103,6,1697.09,10182.539999999999
13186,5091,268,6,767.39,4604.34
13187,6339,143,2,1819.57,3639.14
13188,1247,184,4,315.34,1261.36
13189,2700,79,6,883.57,5301.42
13190,4932,340,3,785.41,2356.23
13191,3232,60,1,1719.73,1719.73
13192,3186,326,5,136.75,683.75
13193,10482,275,4,976.49,3905.96
13194,4120,437,6,1143.02,6858.12
13195,4403,157,6,1265.0,7590.0
13196,9956,190,5,638.54,3192.7
13197,5314,118,9,1911.41,17202.690000000002
13198,14277,155,2,1840.3,3680.6
13199,5644,227,8,963.43,7707.44
13200,11881,249,4,1748.8,6995.2
13201,12696,225,1,809.95,809.95
13202,2681,382,3,239.75,719.25
13203,1708,110,2,382.55,765.1
13204,4397,339,3,1561.33,4683.99
13205,8377,296,1,565.38,565.38
13206,6189,292,3,1726.41,5179.2300000000005
13207,4730,197,7,1804.76,12633.32
13208,1298,404,5,472.76,2363.8
13209,13716,482,7,65.66,459.62
13210,8029,48,5,838.63,4193.15
13211,797,455,3,65.5,196.5
13212,14678,354,7,536.61,3756.27
13213,9292,311,3,1027.11,3081.33
13214,13503,186,3,936.66,2809.98
13215,9378,476,8,1289.92,10319.36
13216,11844,295,8,105.82,846.56
13217,773,110,6,972.71,5836.26
13218,7540,342,8,862.65,6901.2
13219,11766,425,1,521.51,521.51
13220,6010,306,3,1390.38,4171.14
13221,12618,443,2,685.95,1371.9
13222,3990,440,6,1016.5,6099.0
13223,2681,232,7,426.63,2986.41
13224,14489,437,5,399.48,1997.4
13225,13502,230,3,1161.07,3483.21
13226,8577,447,1,225.32,225.32
13227,6858,169,1,1855.7,1855.7
13228,6824,498,3,1948.96,5846.88
13229,4213,30,3,315.29,945.8700000000001
13230,11468,311,2,389.75,779.5
13231,9989,213,3,1054.52,3163.56
13232,6886,317,5,581.59,2907.9500000000003
13233,13232,168,5,558.36,2791.8
13234,14451,457,1,1376.92,1376.92
13235,73,292,3,1560.15,4680.450000000001
13236,3379,397,5,1006.25,5031.25
13237,849,430,4,551.91,2207.64
13238,1693,375,2,1805.41,3610.82
13239,5943,97,5,1419.64,7098.200000000001
13240,10154,90,3,1350.06,4050.18
13241,11857,1,5,1278.85,6394.25
13242,13134,188,1,1783.48,1783.48
13243,8084,2,7,400.55,2803.85
13244,5367,292,5,1225.08,6125.4
13245,12399,173,9,1038.14,9343.26
13246,7003,478,7,1021.14,7147.98
13247,5118,80,8,291.14,2329.12
13248,2492,137,7,393.72,2756.04
13249,3187,271,9,1110.09,9990.81
13250,13351,167,9,563.65,5072.849999999999
13251,9456,55,1,1894.91,1894.91
13252,6077,443,2,433.15,866.3
13253,8404,342,6,1127.04,6762.24
13254,14231,79,8,870.01,6960.08
13255,3337,260,4,1144.37,4577.48
13256,12154,400,9,988.81,8899.289999999999
13257,693,233,2,548.37,1096.74
13258,13491,123,6,1900.3,11401.8
13259,2801,11,8,292.78,2342.24
13260,10579,496,2,252.26,504.52
13261,4660,480,1,1902.26,1902.26
13262,10892,22,7,881.0,6167.0
13263,11074,193,9,914.12,8227.08
13264,5397,54,8,505.0,4040.0
13265,7848,346,8,1067.28,8538.24
13266,7403,3,7,493.81,3456.67
13267,12811,480,8,1901.7,15213.6
13268,6717,353,8,244.77,1958.16
13269,8476,481,4,746.02,2984.08
13270,460,322,3,1045.34,3136.0199999999995
13271,11525,214,4,1741.12,6964.48
13272,2418,185,8,118.63,949.04
13273,1471,12,7,1138.14,7966.9800000000005
13274,14863,124,5,304.49,1522.45
13275,14752,194,2,233.79,467.58
13276,3921,357,9,1886.98,16982.82
13277,14633,8,6,106.61,639.66
13278,13390,81,2,565.4,1130.8
13279,8041,388,1,1880.89,1880.89
13280,5001,300,6,781.05,4686.299999999999
13281,8702,193,3,767.41,2302.23
13282,5457,390,3,653.18,1959.54
13283,3244,446,9,539.77,4857.93
13284,14983,121,7,418.57,2929.99
13285,7931,296,3,517.81,1553.4299999999998
13286,1376,342,6,112.56,675.36
13287,7212,35,8,740.28,5922.24
13288,4012,383,3,146.01,438.03
13289,8966,306,5,1254.83,6274.15
13290,5008,424,5,1602.0,8010.0
13291,10698,267,1,353.98,353.98
13292,11780,322,5,1616.65,8083.25
13293,11328,123,2,153.63,307.26
13294,7429,126,9,880.48,7924.32
13295,13477,18,6,1695.9,10175.400000000001
13296,8295,457,2,1423.35,2846.7
13297,10394,70,6,824.63,4947.78
13298,10910,34,5,1438.25,7191.25
13299,4994,12,5,222.29,1111.45
13300,7539,277,8,420.55,3364.4
13301,6034,60,1,1530.22,1530.22
13302,14599,474,4,989.2,3956.8
13303,3950,128,8,687.47,5499.76
13304,3695,266,5,218.23,1091.1499999999999
13305,13911,16,3,809.05,2427.1499999999996
13306,9209,207,3,650.72,1952.16
13307,660,279,1,310.07,310.07
13308,4879,234,4,1055.6,4222.4
13309,5044,405,7,342.11,2394.77
13310,7030,61,7,1784.45,12491.15
13311,4764,299,8,1990.02,15920.16
13312,10176,16,5,352.06,1760.3
13313,10563,186,4,308.28,1233.12
13314,1155,11,3,991.7,2975.1000000000004
13315,5305,212,6,1958.5,11751.0
13316,4151,277,5,920.56,4602.799999999999
13317,4800,377,5,842.17,4210.849999999999
13318,6713,400,4,1912.82,7651.28
13319,14818,459,9,934.69,8412.210000000001
13320,3108,161,8,1606.36,12850.88
13321,6536,86,8,900.83,7206.64
13322,6921,473,5,1416.45,7082.25
13323,2723,161,1,1843.54,1843.54
13324,1406,101,3,1315.6,3946.7999999999997
13325,11352,98,8,1942.24,15537.92
13326,11736,143,1,1480.41,1480.41
13327,5539,321,9,173.17,1558.53
13328,6283,116,6,126.87,761.22
13329,376,388,1,330.66,330.66
13330,14214,465,8,329.66,2637.28
13331,4505,220,5,104.33,521.65
13332,12289,32,7,780.19,5461.33
13333,12041,392,2,1985.74,3971.48
13334,9341,292,7,1188.35,8318.449999999999
13335,2680,100,3,1491.9,4475.700000000001
13336,6989,467,5,932.74,4663.7
13337,541,312,9,393.76,3543.84
13338,13102,88,5,734.85,3674.25
13339,5408,131,5,485.17,2425.85
13340,159,142,9,1126.19,10135.710000000001
13341,2266,480,2,961.08,1922.16
13342,6616,460,6,1713.73,10282.380000000001
13343,11471,247,9,462.58,4163.22
13344,14698,95,2,1167.37,2334.74
13345,13175,34,2,90.58,181.16
13346,7942,223,1,1607.66,1607.66
13347,4765,36,4,1141.83,4567.32
13348,4255,480,2,174.78,349.56
13349,912,163,8,1640.69,13125.52
13350,1279,32,5,171.36,856.8000000000001
13351,5752,464,1,890.06,890.06
13352,6637,1,7,1738.24,12167.68
13353,5992,495,9,164.01,1476.09
13354,3716,232,4,544.66,2178.64
13355,7005,308,2,650.84,1301.68
13356,13440,397,2,1125.97,2251.94
13357,9864,331,7,1006.89,7048.23
13358,4456,499,3,1697.5,5092.5
13359,12747,75,6,1798.34,10790.039999999999
13360,6977,153,9,730.26,6572.34
13361,2085,320,6,1804.99,10829.94
13362,11863,389,7,815.71,5709.97
13363,4510,125,4,1570.71,6282.84
13364,6863,191,7,1189.29,8325.029999999999
13365,5341,213,2,1636.9,3273.8
13366,1944,483,8,1236.49,9891.92
13367,3529,76,2,1603.52,3207.04
13368,13483,52,5,1182.33,5911.65
13369,5259,430,4,278.63,1114.52
13370,1103,205,4,1588.27,6353.08
13371,1213,195,6,1401.3,8407.8
13372,14956,460,5,1564.7,7823.5
13373,110,431,2,238.16,476.32
13374,5414,418,3,1394.99,4184.97
13375,12698,276,5,1561.45,7807.25
13376,1152,167,4,771.02,3084.08
13377,11237,52,6,1907.32,11443.92
13378,9240,50,6,1371.17,8227.02
13379,4310,68,9,165.57,1490.1299999999999
13380,5970,41,1,1352.54,1352.54
13381,4681,254,9,78.11,702.99
13382,5853,427,4,373.32,1493.28
13383,6496,305,9,804.29,7238.61
13384,4236,71,8,693.47,5547.76
13385,10897,303,6,1456.2,8737.2
13386,729,313,4,636.01,2544.04
13387,7321,67,4,1568.56,6274.24
13388,10715,46,4,585.75,2343.0
13389,5901,41,4,1125.2,4500.8
13390,14117,492,2,1285.92,2571.84
13391,1290,205,2,1879.04,3758.08
13392,2422,413,5,105.66,528.3
13393,3533,169,6,654.18,3925.08
13394,11143,341,2,445.84,891.68
13395,7054,174,1,1399.33,1399.33
13396,9340,281,3,966.11,2898.33
13397,9828,259,4,1097.27,4389.08
13398,10614,30,4,205.87,823.48
13399,5096,103,9,1147.3,10325.699999999999
13400,6405,342,6,636.97,3821.82
13401,14349,258,3,1559.3,4677.9
13402,3092,265,9,757.85,6820.650000000001
13403,10231,58,2,122.04,244.08
13404,7196,4,8,175.91,1407.28
13405,1460,456,5,647.47,3237.3500000000004
13406,7375,403,9,687.77,6189.93
13407,1447,85,7,1383.11,9681.769999999999
13408,4475,14,9,621.66,5594.94
13409,14101,385,1,1547.42,1547.42
13410,12480,361,8,1130.14,9041.12
13411,4625,276,3,643.94,1931.8200000000002
13412,5830,211,8,549.51,4396.08
13413,13934,490,2,680.92,1361.84
13414,537,379,2,655.47,1310.94
13415,2122,208,4,1200.63,4802.52
13416,9678,74,5,1578.94,7894.700000000001
13417,19,66,2,484.42,968.84
13418,12148,65,3,1579.68,4739.04
13419,5899,392,5,121.19,605.95
13420,7200,265,3,664.88,1994.6399999999999
13421,12554,39,3,726.53,2179.59
13422,12527,64,4,135.08,540.32
13423,12002,123,5,1103.71,5518.55
13424,10867,234,3,154.33,462.99
13425,7724,313,1,1320.47,1320.47
